date	predict	text	ticker
2022-10-28	0.0	0	UPST
2022-10-29	0.0	0	UPST
2022-10-30	0.0	0	UPST
2022-10-31	0.0	0	UPST
2022-11-01	0.0	0	UPST
2022-11-02	0.0	0	UPST
2022-11-03	0.0	0	UPST
2022-11-04	0.0	0	UPST
2022-11-05	0.0	0	UPST
2022-11-06	0.0	0	UPST
2022-11-07	0.0	0	UPST
2022-11-08	0.0	0	UPST
2022-11-09	0.6363636363636364	11	UPST
2022-11-10	0.0	0	UPST
2022-11-11	-1.0	4	UPST
2022-11-12	0.0	0	UPST
2022-11-13	0.0	0	UPST
2022-11-14	0.0	0	UPST
2022-11-15	0.0	0	UPST
2022-11-16	0.0	0	UPST
2022-10-28	0.0	0	PTON
2022-10-29	0.0	0	PTON
2022-10-30	0.0	0	PTON
2022-10-31	0.0	0	PTON
2022-11-01	0.0	0	PTON
2022-11-02	0.0	0	PTON
2022-11-03	0.0	0	PTON
2022-11-04	0.0	0	PTON
2022-11-05	0.0	0	PTON
2022-11-06	0.0	0	PTON
2022-11-07	0.0	0	PTON
2022-11-08	0.0	0	PTON
2022-11-09	0.0	0	PTON
2022-11-10	0.0	0	PTON
2022-11-11	0.0	0	PTON
2022-11-12	0.0	0	PTON
2022-11-13	0.0	0	PTON
2022-11-14	0.0	0	PTON
2022-11-15	1.0	2	PTON
2022-11-16	0.0	0	PTON
2022-10-28	0.0	0	AMC
2022-10-29	0.0	0	AMC
2022-10-30	0.0	0	AMC
2022-10-31	0.0	0	AMC
2022-11-01	0.0	0	AMC
2022-11-02	0.0	0	AMC
2022-11-03	0.0	0	AMC
2022-11-04	0.0	0	AMC
2022-11-05	0.0	0	AMC
2022-11-06	0.0	0	AMC
2022-11-07	-1.0	2	AMC
2022-11-08	1.0	8	AMC
2022-11-09	0.45454545454545453	11	AMC
2022-11-10	1.0	3	AMC
2022-11-11	0.6666666666666666	6	AMC
2022-11-12	0.7142857142857143	7	AMC
2022-11-13	1.0	17	AMC
2022-11-14	1.0	2	AMC
2022-11-15	-1.0	1	AMC
2022-11-16	0.5	4	AMC
2022-10-28	0.0	0	COIN
2022-10-29	0.0	0	COIN
2022-10-30	0.0	0	COIN
2022-10-31	0.0	0	COIN
2022-11-01	0.0	0	COIN
2022-11-02	0.0	0	COIN
2022-11-03	0.0	0	COIN
2022-11-04	0.0	0	COIN
2022-11-05	0.0	0	COIN
2022-11-06	0.0	0	COIN
2022-11-07	0.0	0	COIN
2022-11-08	-0.6	5	COIN
2022-11-09	0.0	0	COIN
2022-11-10	0.5	8	COIN
2022-11-11	1.0	1	COIN
2022-11-12	0.0	0	COIN
2022-11-13	0.8888888888888888	18	COIN
2022-11-14	0.2	10	COIN
2022-11-15	1.0	1	COIN
2022-11-16	0.0	0	COIN
2022-10-28	0.0	0	SNAP
2022-10-29	0.0	0	SNAP
2022-10-30	0.0	0	SNAP
2022-10-31	0.0	0	SNAP
2022-11-01	0.0	0	SNAP
2022-11-02	0.0	0	SNAP
2022-11-03	0.0	0	SNAP
2022-11-04	0.0	0	SNAP
2022-11-05	0.0	0	SNAP
2022-11-06	0.0	0	SNAP
2022-11-07	0.0	0	SNAP
2022-11-08	0.0	0	SNAP
2022-11-09	0.1111111111111111	9	SNAP
2022-11-10	1.0	1	SNAP
2022-11-11	0.0	0	SNAP
2022-11-12	1.0	5	SNAP
2022-11-13	0.0	0	SNAP
2022-11-14	0.0	0	SNAP
2022-11-15	1.0	6	SNAP
2022-11-16	0.0	0	SNAP
2022-10-28	0.0	0	NIO
2022-10-29	0.0	0	NIO
2022-10-30	0.0	0	NIO
2022-10-31	0.0	0	NIO
2022-11-01	0.0	0	NIO
2022-11-02	0.0	0	NIO
2022-11-03	0.0	0	NIO
2022-11-04	0.0	0	NIO
2022-11-05	0.0	0	NIO
2022-11-06	0.0	0	NIO
2022-11-07	0.0	0	NIO
2022-11-08	0.0	0	NIO
2022-11-09	0.0	0	NIO
2022-11-10	0.5	2	NIO
2022-11-11	0.0	0	NIO
2022-11-12	1.0	1	NIO
2022-11-13	0.0	0	NIO
2022-11-14	0.0	0	NIO
2022-11-15	0.0	0	NIO
2022-11-16	0.0	0	NIO
2022-10-28	0.0	0	PLTR
2022-10-29	0.0	0	PLTR
2022-10-30	0.0	0	PLTR
2022-10-31	0.0	0	PLTR
2022-11-01	0.0	0	PLTR
2022-11-02	0.0	0	PLTR
2022-11-03	0.0	0	PLTR
2022-11-04	0.0	0	PLTR
2022-11-05	0.0	0	PLTR
2022-11-06	0.0	0	PLTR
2022-11-07	1.0	13	PLTR
2022-11-08	0.15384615384615385	13	PLTR
2022-11-09	0.0	0	PLTR
2022-11-10	1.0	2	PLTR
2022-11-11	1.0	2	PLTR
2022-11-12	0.0	0	PLTR
2022-11-13	0.0	0	PLTR
2022-11-14	0.0	0	PLTR
2022-11-15	0.0	0	PLTR
2022-11-16	0.2	5	PLTR
2022-10-28	0.0	0	DKNG
2022-10-29	0.0	0	DKNG
2022-10-30	0.0	0	DKNG
2022-10-31	0.0	0	DKNG
2022-11-01	0.0	0	DKNG
2022-11-02	0.0	0	DKNG
2022-11-03	0.0	0	DKNG
2022-11-04	0.0	0	DKNG
2022-11-05	0.0	0	DKNG
2022-11-06	0.0	0	DKNG
2022-11-07	0.0	0	DKNG
2022-11-08	0.0	0	DKNG
2022-11-09	-0.3333333333333333	3	DKNG
2022-11-10	-1.0	2	DKNG
2022-11-11	0.0	0	DKNG
2022-11-12	0.0	0	DKNG
2022-11-13	0.0	0	DKNG
2022-11-14	0.0	0	DKNG
2022-11-15	0.0	0	DKNG
2022-11-16	0.0	0	DKNG
2022-10-28	0.0	0	HOOD
2022-10-29	0.0	0	HOOD
2022-10-30	0.0	0	HOOD
2022-10-31	0.0	0	HOOD
2022-11-01	0.0	0	HOOD
2022-11-02	0.0	0	HOOD
2022-11-03	0.0	0	HOOD
2022-11-04	0.0	0	HOOD
2022-11-05	0.0	0	HOOD
2022-11-06	0.0	0	HOOD
2022-11-07	0.0	0	HOOD
2022-11-08	0.0	0	HOOD
2022-11-09	1.0	1	HOOD
2022-11-10	0.0	0	HOOD
2022-11-11	0.3333333333333333	3	HOOD
2022-11-12	0.0	8	HOOD
2022-11-13	1.0	6	HOOD
2022-11-14	1.0	1	HOOD
2022-11-15	0.0	0	HOOD
2022-11-16	0.0	0	HOOD
2022-10-28	0.0	0	TLRY
2022-10-29	0.0	0	TLRY
2022-10-30	0.0	0	TLRY
2022-10-31	0.0	0	TLRY
2022-11-01	0.0	0	TLRY
2022-11-02	0.0	0	TLRY
2022-11-03	0.0	0	TLRY
2022-11-04	0.0	0	TLRY
2022-11-05	0.0	0	TLRY
2022-11-06	0.0	0	TLRY
2022-11-07	1.0	1	TLRY
2022-11-08	0.6666666666666666	6	TLRY
2022-11-09	0.0	0	TLRY
2022-11-10	0.0	0	TLRY
2022-11-11	1.0	1	TLRY
2022-11-12	0.0	0	TLRY
2022-11-13	0.0	0	TLRY
2022-11-14	0.0	0	TLRY
2022-11-15	1.0	1	TLRY
2022-11-16	0.0	0	TLRY
2022-10-28	0.0	0	RKLB
2022-10-29	0.0	0	RKLB
2022-10-30	0.0	0	RKLB
2022-10-31	0.0	0	RKLB
2022-11-01	0.0	0	RKLB
2022-11-02	0.0	0	RKLB
2022-11-03	0.0	0	RKLB
2022-11-04	0.0	0	RKLB
2022-11-05	0.0	0	RKLB
2022-11-06	0.0	0	RKLB
2022-11-07	0.0	0	RKLB
2022-11-08	0.0	0	RKLB
2022-11-09	1.0	5	RKLB
2022-11-10	-1.0	1	RKLB
2022-11-11	0.0	0	RKLB
2022-11-12	0.0	0	RKLB
2022-11-13	0.0	0	RKLB
2022-11-14	0.0	0	RKLB
2022-11-15	0.0	0	RKLB
2022-11-16	-1.0	1	RKLB
2022-10-28	0.0	0	BB
2022-10-29	0.0	0	BB
2022-10-30	0.0	0	BB
2022-10-31	0.0	0	BB
2022-11-01	0.0	0	BB
2022-11-02	0.0	0	BB
2022-11-03	0.0	0	BB
2022-11-04	0.0	0	BB
2022-11-05	0.0	0	BB
2022-11-06	0.0	0	BB
2022-11-07	0.0	0	BB
2022-11-08	0.0	0	BB
2022-11-09	0.0	0	BB
2022-11-10	0.0	0	BB
2022-11-11	0.0	0	BB
2022-11-12	0.0	0	BB
2022-11-13	0.0	0	BB
2022-11-14	0.0	0	BB
2022-11-15	1.0	1	BB
2022-11-16	0.0	0	BB
2022-10-28	0.0	0	MRNA
2022-10-29	0.0	0	MRNA
2022-10-30	0.0	0	MRNA
2022-10-31	0.0	0	MRNA
2022-11-01	0.0	0	MRNA
2022-11-02	0.0	0	MRNA
2022-11-03	0.0	0	MRNA
2022-11-04	0.0	0	MRNA
2022-11-05	0.0	0	MRNA
2022-11-06	0.0	0	MRNA
2022-11-07	0.0	0	MRNA
2022-11-08	0.0	0	MRNA
2022-11-09	0.0	0	MRNA
2022-11-10	0.0	0	MRNA
2022-11-11	0.0	0	MRNA
2022-11-12	0.0	0	MRNA
2022-11-13	0.0	0	MRNA
2022-11-14	0.0	0	MRNA
2022-11-15	0.0	0	MRNA
2022-11-16	0.0	0	MRNA
2022-10-28	0.0	0	ZIM
2022-10-29	0.0	0	ZIM
2022-10-30	0.0	0	ZIM
2022-10-31	0.0	0	ZIM
2022-11-01	0.0	0	ZIM
2022-11-02	0.0	0	ZIM
2022-11-03	0.0	0	ZIM
2022-11-04	0.0	0	ZIM
2022-11-05	0.0	0	ZIM
2022-11-06	0.0	0	ZIM
2022-11-07	0.0	0	ZIM
2022-11-08	0.0	0	ZIM
2022-11-09	0.0	0	ZIM
2022-11-10	0.0	0	ZIM
2022-11-11	0.0	0	ZIM
2022-11-12	0.0	0	ZIM
2022-11-13	0.0	0	ZIM
2022-11-14	0.0	0	ZIM
2022-11-15	0.0	0	ZIM
2022-11-16	1.0	1	ZIM
2022-10-28	0.0	0	GME
2022-10-29	0.0	0	GME
2022-10-30	0.0	0	GME
2022-10-31	0.0	0	GME
2022-11-01	0.0	0	GME
2022-11-02	0.0	0	GME
2022-11-03	0.0	0	GME
2022-11-04	0.0	0	GME
2022-11-05	0.0	0	GME
2022-11-06	0.0	0	GME
2022-11-07	-1.0	1	GME
2022-11-08	-0.5	6	GME
2022-11-09	1.0	1	GME
2022-11-10	0.14285714285714285	7	GME
2022-11-11	-1.0	3	GME
2022-11-12	0.3333333333333333	3	GME
2022-11-13	1.0	16	GME
2022-11-14	0.6	5	GME
2022-11-15	0.0	2	GME
2022-11-16	0.0	2	GME
2022-10-28	0.0	0	BBIG
2022-10-29	0.0	0	BBIG
2022-10-30	0.0	0	BBIG
2022-10-31	0.0	0	BBIG
2022-11-01	0.0	0	BBIG
2022-11-02	0.0	0	BBIG
2022-11-03	0.0	0	BBIG
2022-11-04	0.0	0	BBIG
2022-11-05	0.0	0	BBIG
2022-11-06	0.0	0	BBIG
2022-11-07	0.0	0	BBIG
2022-11-08	0.0	0	BBIG
2022-11-09	0.0	0	BBIG
2022-11-10	0.0	0	BBIG
2022-11-11	0.0	0	BBIG
2022-11-12	0.0	0	BBIG
2022-11-13	0.0	0	BBIG
2022-11-14	0.0	0	BBIG
2022-11-15	0.0	0	BBIG
2022-11-16	0.0	0	BBIG
2022-10-28	0.0	0	KOSS
2022-10-29	0.0	0	KOSS
2022-10-30	0.0	0	KOSS
2022-10-31	0.0	0	KOSS
2022-11-01	0.0	0	KOSS
2022-11-02	0.0	0	KOSS
2022-11-03	0.0	0	KOSS
2022-11-04	0.0	0	KOSS
2022-11-05	0.0	0	KOSS
2022-11-06	0.0	0	KOSS
2022-11-07	0.0	0	KOSS
2022-11-08	0.0	0	KOSS
2022-11-09	0.0	0	KOSS
2022-11-10	0.0	0	KOSS
2022-11-11	0.0	0	KOSS
2022-11-12	0.0	0	KOSS
2022-11-13	0.0	0	KOSS
2022-11-14	0.0	0	KOSS
2022-11-15	0.0	0	KOSS
2022-11-16	0.0	0	KOSS
2022-10-28	0.0	0	EXPR
2022-10-29	0.0	0	EXPR
2022-10-30	0.0	0	EXPR
2022-10-31	0.0	0	EXPR
2022-11-01	0.0	0	EXPR
2022-11-02	0.0	0	EXPR
2022-11-03	0.0	0	EXPR
2022-11-04	0.0	0	EXPR
2022-11-05	0.0	0	EXPR
2022-11-06	0.0	0	EXPR
2022-11-07	0.0	0	EXPR
2022-11-08	0.0	0	EXPR
2022-11-09	0.0	0	EXPR
2022-11-10	0.0	0	EXPR
2022-11-11	0.0	0	EXPR
2022-11-12	0.0	0	EXPR
2022-11-13	0.0	0	EXPR
2022-11-14	0.0	0	EXPR
2022-11-15	0.0	0	EXPR
2022-11-16	0.0	0	EXPR
2022-10-28	0.0	0	SPY
2022-10-29	0.0	0	SPY
2022-10-30	0.0	0	SPY
2022-10-31	0.0	0	SPY
2022-11-01	0.0	0	SPY
2022-11-02	0.0	0	SPY
2022-11-03	0.0	0	SPY
2022-11-04	0.0	0	SPY
2022-11-05	0.0	0	SPY
2022-11-06	0.0	0	SPY
2022-11-07	0.3333333333333333	3	SPY
2022-11-08	0.6	25	SPY
2022-11-09	0.36666666666666664	30	SPY
2022-11-10	0.4375	64	SPY
2022-11-11	0.7384615384615385	65	SPY
2022-11-12	0.6571428571428571	35	SPY
2022-11-13	0.8378378378378378	37	SPY
2022-11-14	0.6666666666666666	24	SPY
2022-11-15	0.16666666666666666	24	SPY
2022-11-16	0.41935483870967744	31	SPY
2022-10-28	0.0	0	BBBY
2022-10-29	0.0	0	BBBY
2022-10-30	0.0	0	BBBY
2022-10-31	0.0	0	BBBY
2022-11-01	0.0	0	BBBY
2022-11-02	0.0	0	BBBY
2022-11-03	0.0	0	BBBY
2022-11-04	0.0	0	BBBY
2022-11-05	0.0	0	BBBY
2022-11-06	0.0	0	BBBY
2022-11-07	0.0	0	BBBY
2022-11-08	0.0	1	BBBY
2022-11-09	1.0	7	BBBY
2022-11-10	0.0	0	BBBY
2022-11-11	0.0	0	BBBY
2022-11-12	0.0	0	BBBY
2022-11-13	0.0	0	BBBY
2022-11-14	0.0	0	BBBY
2022-11-15	0.0	0	BBBY
2022-11-16	0.0	0	BBBY
2022-10-28	0.0	0	CLOV
2022-10-29	0.0	0	CLOV
2022-10-30	0.0	0	CLOV
2022-10-31	0.0	0	CLOV
2022-11-01	0.0	0	CLOV
2022-11-02	0.0	0	CLOV
2022-11-03	0.0	0	CLOV
2022-11-04	0.0	0	CLOV
